,cos,sin
0,1.0,0.0
1,0.9238795325112867,0.3826834323650898
2,0.7071067811865476,0.7071067811865475
3,0.38268343236508984,0.9238795325112867
4,6.123233995736766e-17,1.0
5,-0.3826834323650897,0.9238795325112867
6,-0.7071067811865475,0.7071067811865476
7,-0.9238795325112867,0.3826834323650899
8,-1.0,1.2246467991473532e-16
9,-0.9238795325112868,-0.38268343236508967
10,-0.7071067811865477,-0.7071067811865475
11,-0.38268343236509034,-0.9238795325112865
12,-1.8369701987210297e-16,-1.0
13,0.38268343236509,-0.9238795325112866
14,0.7071067811865474,-0.7071067811865477
15,0.9238795325112865,-0.3826834323650904
16,1.0,-2.4492935982947064e-16
17,0.9238795325112867,0.38268343236508995
18,0.7071067811865477,0.7071067811865474
19,0.38268343236509045,0.9238795325112865
20,3.061616997868383e-16,1.0
21,-0.3826834323650899,0.9238795325112867
22,-0.7071067811865467,0.7071067811865483
23,-0.9238795325112864,0.3826834323650905
24,-1.0,3.6739403974420594e-16
25,-0.9238795325112867,-0.38268343236508984
26,-0.7071067811865471,-0.7071067811865479
27,-0.38268343236509056,-0.9238795325112864
28,-4.286263797015736e-16,-1.0
29,0.3826834323650898,-0.9238795325112867
30,0.7071067811865466,-0.7071067811865485
31,0.9238795325112864,-0.3826834323650906
32,1.0,-4.898587196589413e-16
33,0.9238795325112867,0.3826834323650897
34,0.7071067811865472,0.7071067811865478
35,0.38268343236509067,0.9238795325112864
36,5.51091059616309e-16,1.0
37,-0.38268343236508967,0.9238795325112868
38,-0.7071067811865465,0.7071067811865486
39,-0.9238795325112864,0.3826834323650907
40,-1.0,6.123233995736766e-16
41,-0.9238795325112875,-0.38268343236508795
42,-0.7071067811865474,-0.7071067811865477
43,-0.3826834323650908,-0.9238795325112863
44,-2.4499125789312946e-15,-1.0
45,0.38268343236508956,-0.9238795325112868
46,0.7071067811865464,-0.7071067811865487
47,0.923879532511287,-0.3826834323650892
48,1.0,-7.347880794884119e-16
49,0.9238795325112875,0.38268343236508784
50,0.7071067811865475,0.7071067811865476
51,0.3826834323650909,0.9238795325112863
52,-9.803364199544708e-16,1.0
53,-0.38268343236508945,0.9238795325112868
54,-0.7071067811865464,0.7071067811865487
55,-0.923879532511287,0.38268343236508934
56,-1.0,8.572527594031472e-16
57,-0.9238795325112876,-0.38268343236508773
58,-0.7071067811865476,-0.7071067811865476
59,-0.382683432365091,-0.9238795325112863
60,-2.6948419387607653e-15,-1.0
61,0.38268343236508934,-0.923879532511287
62,0.7071067811865462,-0.7071067811865488
63,0.9238795325112868,-0.38268343236508945
64,1.0,-9.797174393178826e-16
65,0.9238795325112876,0.3826834323650876
66,0.7071067811865476,0.7071067811865475
67,0.3826834323650911,0.9238795325112862
68,-7.354070601250002e-16,1.0
69,-0.3826834323650892,0.923879532511287
70,-0.7071067811865461,0.7071067811865489
71,-0.9238795325112868,0.38268343236508956
72,-1.0,1.102182119232618e-15
73,-0.9238795325112877,-0.3826834323650875
74,-0.7071067811865477,-0.7071067811865474
75,-0.3826834323650912,-0.9238795325112862
76,-2.939771298590236e-15,-1.0
77,0.3826834323650891,-0.9238795325112871
78,0.707106781186546,-0.707106781186549
79,0.9238795325112868,-0.38268343236508967
80,1.0,-1.2246467991473533e-15
81,0.9238795325112877,0.3826834323650874
82,0.7071067811865503,0.7071067811865448
83,0.38268343236508806,0.9238795325112874
84,-4.904777002955296e-16,1.0
85,-0.382683432365089,0.9238795325112871
86,-0.707106781186546,0.7071067811865491
87,-0.9238795325112854,0.38268343236509306
88,-1.0,4.899825157862589e-15
89,-0.9238795325112864,-0.38268343236509056
90,-0.7071067811865479,-0.7071067811865471
91,-0.38268343236509145,-0.9238795325112861
92,-3.1847006584197066e-15,-1.0
93,0.38268343236508556,-0.9238795325112885
94,0.7071067811865483,-0.7071067811865467
95,0.9238795325112867,-0.3826834323650899
96,1.0,-1.4695761589768238e-15
97,0.9238795325112878,0.3826834323650872
98,0.7071067811865505,0.7071067811865446
99,0.3826834323650883,0.9238795325112874
100,-2.45548340466059e-16,1.0
101,-0.3826834323650887,0.9238795325112872
102,-0.7071067811865458,0.7071067811865492
103,-0.9238795325112853,0.3826834323650933
104,-1.0,-1.9606728399089416e-15
105,-0.9238795325112865,-0.38268343236509034
106,-0.707106781186548,-0.707106781186547
107,-0.38268343236509167,-0.923879532511286
108,-3.4296300182491773e-15,-1.0
109,0.38268343236508534,-0.9238795325112886
110,0.7071067811865482,-0.7071067811865468
111,0.9238795325112866,-0.3826834323650901
112,1.0,-1.7145055188062944e-15
113,0.923879532511288,0.38268343236508695
114,0.7071067811865507,0.7071067811865444
115,0.3826834323650885,0.9238795325112873
116,-6.189806365883577e-19,1.0
117,-0.3826834323650885,0.9238795325112873
118,-0.7071067811865456,0.7071067811865495
119,-0.9238795325112852,0.3826834323650935
120,-1.0,5.3896838775215305e-15
121,-0.9238795325112866,-0.3826834323650901
122,-0.7071067811865482,-0.7071067811865468
123,-0.38268343236509195,-0.9238795325112859
124,-3.674559378078648e-15,-1.0
125,0.3826834323650851,-0.9238795325112886
126,0.707106781186548,-0.707106781186547
127,0.9238795325112865,-0.38268343236509034
128,1.0,-1.959434878635765e-15
129,0.9238795325112881,0.38268343236508673
130,0.7071067811865508,0.7071067811865442
131,0.3826834323650887,0.9238795325112872
132,2.443103791928823e-16,1.0
133,-0.3826834323650883,0.9238795325112874
134,-0.7071067811865455,0.7071067811865496
135,-0.9238795325112851,0.3826834323650937
136,-1.0,-1.4708141202500005e-15
137,-0.9238795325112867,-0.3826834323650899
138,-0.7071067811865483,-0.7071067811865467
139,-0.38268343236509217,-0.9238795325112857
140,-3.919488737908119e-15,-1.0
141,0.3826834323650849,-0.9238795325112887
142,0.7071067811865479,-0.7071067811865471
143,0.9238795325112864,-0.38268343236509056
144,1.0,-2.204364238465236e-15
145,0.9238795325112881,0.3826834323650865
146,0.707106781186551,0.707106781186544
147,0.382683432365089,0.9238795325112871
148,4.892397390223529e-16,1.0
149,-0.38268343236508806,0.9238795325112874
150,-0.7071067811865452,0.7071067811865498
151,-0.9238795325112851,0.38268343236509395
152,-1.0,5.879542597180472e-15
153,-0.9238795325112868,-0.38268343236508967
154,-0.7071067811865486,-0.7071067811865465
155,-0.3826834323650924,-0.9238795325112856
156,-4.164418097737589e-15,-1.0
157,0.3826834323650847,-0.9238795325112888
158,0.7071067811865477,-0.7071067811865474
159,0.9238795325112863,-0.3826834323650908
160,1.0,-2.4492935982947065e-15
161,0.9238795325112882,0.3826834323650863
162,0.7071067811865511,0.7071067811865439
163,0.3826834323650958,0.9238795325112843
164,7.839596456452825e-15,1.0
